Reported Date,State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal)
2009-01-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-29,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-30,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-01-31,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-02-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-29,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-30,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-03-31,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-29,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-04-30,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-29,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-30,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-05-31,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-29,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-06-30,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-28,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-29,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-30,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-07-31,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-01,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-02,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-03,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-04,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-05,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-06,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-07,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-08,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-09,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-10,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-11,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-12,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-13,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-14,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-15,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-16,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-17,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-18,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-19,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-20,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-21,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-22,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-23,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-24,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-25,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-26,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
2009-08-27,Kerala,Thiruvananthapuram,Anyara(EEC),Big,Spices,0.03,3200.0,3500.0,3300.0
