State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1600,2300,2000,11/04/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1600,2300,2000,13/04/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1600,2300,2000,17/04/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1600,2300,2000,20/04/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1600,2300,2000,24/04/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1600,2500,2200,27/04/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1700,2200,2000,04/05/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1700,2300,2000,08/05/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1700,2500,2000,11/05/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1700,2500,2000,15/05/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1800,2300,2000,18/05/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1800,2500,2200,05/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1800,2500,2200,08/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1800,2500,2200,12/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1900,2300,2200,15/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1900,2300,2200,19/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1900,2500,2200,22/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1900,2500,2200,26/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,1900,2500,2200,29/06/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2000,2300,2200,03/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2000,2500,2200,06/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2000,2500,2200,10/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2500,2400,13/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2400,17/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2400,20/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2400,24/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2400,27/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2400,31/07/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2500,03/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2600,2600,07/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2700,2500,14/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2200,2700,2500,17/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2300,2500,2500,21/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2300,2500,2500,24/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2300,2500,2500,28/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2300,2800,2600,31/08/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2500,2700,2600,11/09/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2600,2600,2600,14/09/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2600,2800,2800,18/09/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2600,2800,2800,22/09/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2600,2900,2900,25/09/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2600,3200,3000,29/09/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2600,3200,3200,02/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2800,3200,3200,05/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2900,3200,3200,09/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,2900,3500,3200,12/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3400,3400,16/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3400,3400,19/10/2009
