Date,maxtempC,mintempC,avgtempC
2014-11-18,30,21,26
2014-11-19,30,22,26
2014-11-20,29,21,25
2014-11-21,25,22,24
2014-11-22,28,23,25
2014-11-23,28,23,25
2014-11-24,28,22,25
2014-11-25,27,22,24
2014-11-26,28,22,25
2014-11-27,28,22,24
2014-11-28,26,22,23
2014-11-29,26,22,24
2014-11-30,28,22,25
2014-12-01,26,22,24
2014-12-02,28,23,25
2014-12-03,29,22,25
2014-12-04,29,22,25
2014-12-05,28,20,24
2014-12-06,28,19,24
2014-12-07,29,21,25
2014-12-08,29,22,25
2014-12-09,29,23,25
2014-12-10,32,23,25
2014-12-11,28,23,25
2014-12-12,29,23,25
2014-12-13,29,23,25
2014-12-14,29,23,25
2014-12-15,29,23,25
2014-12-16,29,22,25
2014-12-17,29,22,25
2014-12-18,27,22,25
2014-12-19,29,22,25
2014-12-20,26,22,24
2014-12-21,28,21,24
2014-12-22,28,22,25
2014-12-23,28,21,25
2014-12-24,29,22,25
2014-12-25,27,22,24
2014-12-26,27,21,24
2014-12-27,28,21,24
2014-12-28,28,22,25
2014-12-29,28,22,25
2014-12-30,27,21,24
2014-12-31,28,21,24
2015-01-01,28,21,24
2015-01-02,29,18,23
2015-01-03,30,18,24
2015-01-04,29,20,24
2015-01-05,29,21,25
2015-01-06,29,20,24
2015-01-07,29,21,24
2015-01-08,29,21,25
2015-01-09,28,20,24
2015-01-10,29,20,25
2015-01-11,29,19,24
2015-01-12,28,18,23
2015-01-13,28,18,23
2015-01-14,29,18,24
2015-01-15,29,20,25
2015-01-16,30,21,25
2015-01-17,30,21,25
2015-01-18,30,21,26
2015-01-19,31,21,26
2015-01-20,32,22,26
2015-01-21,31,21,26
2015-01-22,31,21,25
2015-01-23,31,20,25
2015-01-24,31,22,26
2015-01-25,32,22,26
2015-01-26,32,21,26
2015-01-27,32,21,26
2015-01-28,32,21,26
2015-01-29,31,22,26
2015-01-30,32,22,27
2015-01-31,32,23,27
2015-02-01,32,21,26
2015-02-02,33,21,26
2015-02-03,33,20,26
2015-02-04,32,21,27
2015-02-05,32,22,27
2015-02-06,33,22,27
2015-02-07,32,22,26
2015-02-08,32,22,26
2015-02-09,32,21,26
2015-02-10,31,22,26
2015-02-11,32,22,27
2015-02-12,32,23,27
2015-02-13,31,22,26
2015-02-14,32,22,26
2015-02-15,32,22,26
2015-02-16,33,21,26
2015-02-17,31,21,25
2015-02-18,31,20,25
2015-02-19,32,20,25
2015-02-20,34,20,26
2015-02-21,35,20,26
2015-02-22,35,20,27
2015-02-23,34,20,26
2015-02-24,33,21,27
2015-02-25,33,22,27
2015-02-26,32,23,26
2015-02-27,31,22,26
2015-02-28,31,22,26
2015-03-01,32,22,27
2015-03-02,31,23,26
2015-03-03,31,22,26
2015-03-04,31,23,26
2015-03-05,32,22,27
2015-03-06,32,24,27
2015-03-07,32,23,27
2015-03-08,32,23,27
2015-03-09,31,22,26
2015-03-10,29,22,25
2015-03-11,32,22,27
2015-03-12,32,22,27
2015-03-13,31,24,27
2015-03-14,31,23,26
2015-03-15,31,23,26
2015-03-16,31,23,26
2015-03-17,31,22,27
2015-03-18,31,23,27
2015-03-19,32,24,27
2015-03-20,33,22,27
2015-03-21,34,22,28
2015-03-22,34,22,28
2015-03-23,33,23,28
2015-03-24,33,23,28
2015-03-25,33,24,28
2015-03-26,34,22,28
2015-03-27,34,23,28
2015-03-28,34,24,29
2015-03-29,33,25,28
2015-03-30,34,26,29
2015-03-31,33,25,28
2015-04-01,32,25,28
2015-04-02,32,25,28
2015-04-03,32,25,28
2015-04-04,33,25,29
2015-04-05,34,26,29
2015-04-06,32,26,28
2015-04-07,33,25,28
2015-04-08,31,26,28
2015-04-09,32,26,29
2015-04-10,33,26,28
2015-04-11,32,25,28
2015-04-12,31,25,28
2015-04-13,31,25,27
2015-04-14,31,24,27
2015-04-15,31,24,27
2015-04-16,31,25,27
2015-04-17,31,25,28
2015-04-18,32,24,28
2015-04-19,33,26,29
2015-04-20,32,26,28
2015-04-21,30,25,27
2015-04-22,31,24,27
2015-04-23,31,25,27
2015-04-24,31,25,28
2015-04-25,31,25,28
2015-04-26,32,25,28
2015-04-27,32,24,27
2015-04-28,31,24,27
2015-04-29,31,25,28
2015-04-30,32,25,28
2015-05-01,32,26,28
2015-05-02,31,26,28
2015-05-03,32,26,28
2015-05-04,32,26,28
2015-05-05,31,25,28
2015-05-06,31,25,28
2015-05-07,31,26,28
2015-05-08,31,25,28
2015-05-09,31,26,28
2015-05-10,30,26,28
2015-05-11,27,25,26
2015-05-12,31,25,27
2015-05-13,31,25,27
2015-05-14,30,25,27
2015-05-15,30,26,28
2015-05-16,30,26,27
2015-05-17,29,25,26
2015-05-18,32,25,27
2015-05-19,29,26,27
2015-05-20,31,24,28
2015-05-21,30,26,27
2015-05-22,30,25,27
2015-05-23,30,25,27
2015-05-24,31,25,27
2015-05-25,31,25,28
2015-05-26,31,25,27
2015-05-27,31,26,28
2015-05-28,31,25,28
2015-05-29,31,25,28
2015-05-30,31,25,28
2015-05-31,31,26,27
2015-06-01,29,25,27
2015-06-02,31,25,28
2015-06-03,31,25,28
2015-06-04,31,26,27
2015-06-05,30,25,27
2015-06-06,32,24,28
2015-06-07,31,25,28
2015-06-08,30,25,27
2015-06-09,30,25,27
2015-06-10,31,24,28
2015-06-11,29,25,27
2015-06-12,28,24,26
2015-06-13,30,25,27
2015-06-14,30,24,27
2015-06-15,29,24,27
2015-06-16,29,25,26
2015-06-17,29,24,26
2015-06-18,28,24,26
2015-06-19,28,24,25
2015-06-20,28,24,26
2015-06-21,28,24,26
2015-06-22,29,23,25
2015-06-23,29,23,26
2015-06-24,29,23,26
2015-06-25,29,24,26
2015-06-26,28,24,26
2015-06-27,28,24,26
2015-06-28,28,24,26
2015-06-29,29,23,26
2015-06-30,29,23,26
2015-07-01,30,24,27
2015-07-02,30,24,27
2015-07-03,30,23,26
2015-07-04,30,23,26
2015-07-05,29,24,26
2015-07-06,29,24,26
2015-07-07,29,23,26
2015-07-08,29,25,26
2015-07-09,30,24,26
2015-07-10,28,24,26
2015-07-11,29,24,26
2015-07-12,29,24,26
2015-07-13,30,24,26
2015-07-14,30,23,26
2015-07-15,29,23,26
2015-07-16,28,23,25
2015-07-17,28,23,25
2015-07-18,28,23,25
2015-07-19,26,23,25
2015-07-20,28,23,25
2015-07-21,29,24,26
2015-07-22,29,24,25
2015-07-23,28,23,25
2015-07-24,28,23,25
2015-07-25,29,23,26
2015-07-26,29,24,26
2015-07-27,30,24,26
2015-07-28,30,24,26
2015-07-29,30,23,26
2015-07-30,29,24,26
2015-07-31,29,23,26
2015-08-01,29,24,26
2015-08-02,29,23,25
2015-08-03,29,23,25
2015-08-04,29,23,25
2015-08-05,29,23,25
2015-08-06,29,22,26
2015-08-07,29,23,26
2015-08-08,29,23,26
2015-08-09,29,23,25
2015-08-10,29,23,25
2015-08-11,28,23,25
2015-08-12,29,23,26
2015-08-13,29,23,26
2015-08-14,29,23,26
2015-08-15,30,22,26
2015-08-16,30,23,26
2015-08-17,30,24,27
2015-08-18,32,25,27
2015-08-19,31,24,27
2015-08-20,30,25,27
2015-08-21,30,24,27
2015-08-22,29,24,26
2015-08-23,29,23,25
2015-08-24,29,23,26
2015-08-25,30,23,26
2015-08-26,29,23,26
2015-08-27,29,24,26
2015-08-28,30,23,26
2015-08-29,30,23,26
2015-08-30,30,22,26
2015-08-31,30,22,26
2015-09-01,28,23,25
2015-09-02,30,24,26
2015-09-03,31,23,27
2015-09-04,31,24,27
2015-09-05,28,22,25
2015-09-06,28,22,25
2015-09-07,29,24,26
2015-09-08,29,23,25
2015-09-09,28,23,25
2015-09-10,29,22,25
2015-09-11,29,22,25
2015-09-12,29,22,26
2015-09-13,30,23,26
2015-09-14,29,22,25
2015-09-15,29,23,25
2015-09-16,28,23,25
2015-09-17,28,22,25
2015-09-18,28,22,25
2015-09-19,28,23,25
2015-09-20,27,22,25
2015-09-21,30,22,26
2015-09-22,30,22,26
2015-09-23,31,22,26
2015-09-24,31,23,26
2015-09-25,30,23,26
2015-09-26,30,23,26
2015-09-27,30,23,26
2015-09-28,29,23,26
2015-09-29,30,24,26
2015-09-30,30,23,25
2015-10-01,29,23,25
2015-10-02,30,22,26
2015-10-03,29,22,26
2015-10-04,29,22,25
2015-10-05,27,22,25
2015-10-06,28,22,25
2015-10-07,30,23,26
2015-10-08,29,23,25
2015-10-09,30,22,25
2015-10-10,29,22,25
2015-10-11,30,22,26
2015-10-12,30,23,26
2015-10-13,29,24,26
2015-10-14,30,24,26
2015-10-15,31,23,27
2015-10-16,31,23,27
2015-10-17,31,24,27
2015-10-18,29,24,27
2015-10-19,30,24,26
2015-10-20,31,23,27
2015-10-21,31,24,27
2015-10-22,31,24,27
2015-10-23,30,24,26
2015-10-24,29,24,26
2015-10-25,30,23,26
2015-10-26,30,23,25
2015-10-27,28,23,25
2015-10-28,31,23,26
2015-10-29,31,24,27
2015-10-30,30,24,27
2015-10-31,29,24,26
2015-11-01,29,24,26
2015-11-02,30,23,26
2015-11-03,30,23,26
2015-11-04,30,23,25
2015-11-05,28,22,24
2015-11-06,30,22,25
2015-11-07,30,23,26
2015-11-08,29,24,26
2015-11-09,28,24,25
2015-11-10,27,22,24
2015-11-11,30,22,25
2015-11-12,30,23,26
2015-11-13,29,22,25
2015-11-14,28,22,25
2015-11-15,27,22,24
2015-11-16,29,22,25
2015-11-17,29,24,26
2015-11-18,29,24,26
2015-11-19,30,25,26
2015-11-20,30,24,26
2015-11-21,30,23,26
2015-11-22,30,23,26
2015-11-23,30,23,26
2015-11-24,31,22,26
2015-11-25,30,22,26
2015-11-26,31,21,26
2015-11-27,31,22,25
2015-11-28,29,22,26
2015-11-29,30,22,26
2015-11-30,28,24,25
2015-12-01,29,23,26
2015-12-02,29,24,26
2015-12-03,29,23,26
2015-12-04,30,23,26
2015-12-05,29,23,25
2015-12-06,29,23,26
2015-12-07,29,23,26
2015-12-08,28,22,25
2015-12-09,29,22,25
2015-12-10,30,23,26
2015-12-11,30,22,26
2015-12-12,29,22,26
2015-12-13,30,22,26
2015-12-14,29,23,25
2015-12-15,30,23,25
2015-12-16,30,22,25
2015-12-17,30,21,25
2015-12-18,29,21,25
2015-12-19,28,21,24
2015-12-20,29,22,25
2015-12-21,30,22,26
2015-12-22,30,20,25
2015-12-23,30,20,25
2015-12-24,30,20,25
2015-12-25,29,20,25
2015-12-26,29,21,25
2015-12-27,30,20,26
2015-12-28,30,23,26
2015-12-29,30,22,26
2015-12-30,31,22,26
2015-12-31,30,20,25
2016-01-01,30,19,25
2016-01-02,32,19,25
2016-01-03,31,19,25
2016-01-04,30,18,25
2016-01-05,32,22,26
2016-01-06,31,20,26
2016-01-07,31,20,26
2016-01-08,31,22,26
2016-01-09,31,22,26
2016-01-10,32,21,26
2016-01-11,31,22,26
2016-01-12,30,22,26
2016-01-13,30,22,26
2016-01-14,31,22,26
2016-01-15,31,21,25
2016-01-16,30,21,25
2016-01-17,31,21,26
2016-01-18,31,21,26
2016-01-19,33,22,27
2016-01-20,31,23,27
2016-01-21,31,24,27
2016-01-22,32,23,27
2016-01-23,33,23,27
2016-01-24,33,22,27
2016-01-25,33,24,28
2016-01-26,32,23,27
2016-01-27,31,23,26
2016-01-28,32,22,27
2016-01-29,32,22,27
2016-01-30,34,21,27
2016-01-31,34,20,27
2016-02-01,33,21,26
2016-02-02,34,19,26
2016-02-03,35,20,26
2016-02-04,33,19,26
2016-02-05,33,20,26
2016-02-06,32,21,26
2016-02-07,32,22,27
2016-02-08,33,23,27
2016-02-09,32,23,27
2016-02-10,32,22,27
2016-02-11,31,23,27
2016-02-12,32,22,27
2016-02-13,32,22,27
2016-02-14,33,23,27
2016-02-15,33,23,27
2016-02-16,34,22,28
2016-02-17,34,23,28
2016-02-18,33,24,28
2016-02-19,34,24,29
2016-02-20,34,24,28
2016-02-21,34,23,28
2016-02-22,35,24,29
2016-02-23,34,24,28
2016-02-24,32,24,28
2016-02-25,34,24,28
2016-02-26,35,23,28
2016-02-27,34,23,29
2016-02-28,35,25,29
2016-02-29,35,24,29
2016-03-01,35,24,29
2016-03-02,35,24,29
2016-03-03,35,24,29
2016-03-04,34,23,28
2016-03-05,34,24,28
2016-03-06,34,24,28
2016-03-07,34,24,28
2016-03-08,33,24,28
2016-03-09,34,24,28
2016-03-10,35,24,29
2016-03-11,34,24,28
2016-03-12,34,24,28
2016-03-13,33,24,29
2016-03-14,34,24,29
2016-03-15,32,25,28
2016-03-16,34,24,29
2016-03-17,34,24,29
2016-03-18,35,24,29
2016-03-19,34,24,29
2016-03-20,35,24,29
2016-03-21,34,24,29
2016-03-22,33,25,28
2016-03-23,33,25,28
2016-03-24,33,25,29
2016-03-25,34,25,29
2016-03-26,35,24,29
2016-03-27,34,24,29
2016-03-28,35,25,29
2016-03-29,34,26,29
2016-03-30,34,26,29
2016-03-31,33,25,29
2016-04-01,34,25,29
2016-04-02,34,25,29
2016-04-03,33,25,29
2016-04-04,34,26,29
2016-04-05,32,25,28
2016-04-06,32,24,28
2016-04-07,34,25,29
2016-04-08,34,26,29
2016-04-09,31,26,28
2016-04-10,33,25,28
2016-04-11,33,24,28
2016-04-12,32,26,29
2016-04-13,32,25,28
2016-04-14,32,25,28
2016-04-15,32,24,27
2016-04-16,32,24,27
2016-04-17,32,24,28
2016-04-18,32,24,28
2016-04-19,32,24,28
2016-04-20,32,24,27
2016-04-21,33,26,29
2016-04-22,33,27,29
2016-04-23,33,26,29
2016-04-24,33,26,30
2016-04-25,33,27,29
2016-04-26,35,27,30
2016-04-27,34,27,30
2016-04-28,34,27,30
2016-04-29,34,26,29
2016-04-30,34,26,29
2016-05-01,33,26,29
2016-05-02,33,27,30
2016-05-03,34,27,30
2016-05-04,34,27,30
2016-05-05,34,27,30
2016-05-06,32,27,29
2016-05-07,33,27,29
2016-05-08,33,26,29
2016-05-09,34,27,30
2016-05-10,34,27,29
2016-05-11,31,26,28
2016-05-12,32,26,28
2016-05-13,32,26,28
2016-05-14,32,26,28
2016-05-15,30,26,27
2016-05-16,28,25,26
2016-05-17,28,25,26
2016-05-18,29,25,27
2016-05-19,30,24,27
2016-05-20,29,24,26
2016-05-21,30,24,27
2016-05-22,32,24,27
2016-05-23,31,24,27
2016-05-24,30,24,27
2016-05-25,31,23,26
2016-05-26,32,24,28
2016-05-27,31,25,27
2016-05-28,27,24,25
2016-05-29,30,24,27
2016-05-30,30,24,26
2016-05-31,30,24,27
2016-06-01,28,24,26
2016-06-02,29,24,26
2016-06-03,30,24,27
2016-06-04,30,25,27
2016-06-05,30,25,27
2016-06-06,30,24,27
2016-06-07,30,25,27
2016-06-08,28,24,26
2016-06-09,29,24,26
2016-06-10,29,24,26
2016-06-11,29,24,26
2016-06-12,30,25,26
2016-06-13,29,25,26
2016-06-14,29,24,26
2016-06-15,29,25,27
2016-06-16,28,23,25
2016-06-17,28,23,26
2016-06-18,26,23,25
2016-06-19,26,22,25
2016-06-20,27,23,25
2016-06-21,28,23,25
2016-06-22,28,23,25
2016-06-23,27,23,25
2016-06-24,27,23,24
2016-06-25,27,23,25
2016-06-26,29,23,25
2016-06-27,27,23,25
2016-06-28,27,23,25
2016-06-29,27,23,25
2016-06-30,28,23,25
2016-07-01,29,23,25
2016-07-02,29,23,26
2016-07-03,30,23,26
2016-07-04,30,23,26
2016-07-05,30,23,26
2016-07-06,28,23,26
2016-07-07,29,24,26
2016-07-08,29,23,26
2016-07-09,27,23,25
2016-07-10,27,22,25
2016-07-11,27,23,25
2016-07-12,28,23,25
2016-07-13,29,22,25
2016-07-14,29,23,25
2016-07-15,29,23,26
2016-07-16,28,23,25
2016-07-17,29,24,26
2016-07-18,27,23,24
2016-07-19,28,23,25
2016-07-20,27,22,25
2016-07-21,28,22,25
2016-07-22,27,23,25
2016-07-23,27,23,25
2016-07-24,27,23,25
2016-07-25,27,23,25
2016-07-26,27,23,25
2016-07-27,28,23,25
2016-07-28,29,23,26
2016-07-29,28,23,25
2016-07-30,28,23,25
2016-07-31,28,22,25
2016-08-01,28,22,24
2016-08-02,29,22,25
2016-08-03,27,22,25
2016-08-04,28,22,25
2016-08-05,28,22,25
2016-08-06,29,23,26
2016-08-07,29,22,25
2016-08-08,29,22,26
2016-08-09,29,22,25
2016-08-10,29,23,25
2016-08-11,29,22,25
2016-08-12,29,22,25
2016-08-13,28,22,25
2016-08-14,28,22,25
2016-08-15,27,23,25
2016-08-16,27,22,25
2016-08-17,28,22,25
2016-08-18,28,22,25
2016-08-19,29,22,25
2016-08-20,29,22,25
2016-08-21,29,22,25
2016-08-22,29,22,25
2016-08-23,29,22,25
2016-08-24,29,22,25
2016-08-25,29,23,25
2016-08-26,29,21,25
2016-08-27,28,21,24
2016-08-28,29,22,25
2016-08-29,29,22,25
2016-08-30,28,21,24
2016-08-31,28,24,26
2016-09-01,28,22,25
2016-09-02,27,21,24
2016-09-03,28,22,24
2016-09-04,28,22,25
2016-09-05,29,21,25
2016-09-06,28,21,24
2016-09-07,29,21,24
2016-09-08,28,21,24
2016-09-09,30,20,25
2016-09-10,29,22,25
2016-09-11,28,22,25
2016-09-12,28,22,25
2016-09-13,29,23,25
2016-09-14,28,22,25
2016-09-15,28,22,25
2016-09-16,29,21,25
2016-09-17,29,22,25
2016-09-18,28,21,24
2016-09-19,29,22,25
2016-09-20,29,22,25
2016-09-21,28,22,25
2016-09-22,29,22,25
2016-09-23,28,22,24
2016-09-24,27,22,24
2016-09-25,28,22,24
2016-09-26,29,22,25
2016-09-27,29,22,25
2016-09-28,28,22,25
2016-09-29,28,22,24
2016-09-30,28,22,24
2016-10-01,28,22,25
2016-10-02,29,21,25
2016-10-03,29,22,25
2016-10-04,30,21,25
2016-10-05,29,21,25
2016-10-06,30,22,25
2016-10-07,29,21,25
2016-10-08,29,22,25
2016-10-09,29,22,25
2016-10-10,29,22,25
2016-10-11,29,21,25
2016-10-12,29,22,25
2016-10-13,29,22,25
2016-10-14,29,22,25
2016-10-15,30,22,25
2016-10-16,29,22,25
2016-10-17,30,22,25
2016-10-18,30,22,26
2016-10-19,29,22,25
2016-10-20,29,22,25
2016-10-21,27,22,24
2016-10-22,28,21,24
2016-10-23,28,21,24
2016-10-24,29,20,24
2016-10-25,29,21,25
2016-10-26,28,22,24
2016-10-27,29,21,24
2016-10-28,29,22,25
2016-10-29,29,21,25
2016-10-30,30,22,25
2016-10-31,29,22,25
2016-11-01,29,22,25
2016-11-02,29,22,25
2016-11-03,28,22,25
2016-11-04,29,22,24
2016-11-05,29,22,25
2016-11-06,28,22,25
2016-11-07,29,21,25
2016-11-08,30,21,25
2016-11-09,29,21,25
2016-11-10,29,21,25
2016-11-11,29,22,25
2016-11-12,30,21,25
2016-11-13,30,22,25
2016-11-14,30,22,25
2016-11-15,29,22,25
2016-11-16,31,22,26
2016-11-17,30,23,26
2016-11-18,30,23,26
2016-11-19,28,22,25
2016-11-20,28,21,24
2016-11-21,29,21,25
2016-11-22,30,21,25
2016-11-23,30,22,26
2016-11-24,30,22,26
2016-11-25,30,21,25
2016-11-26,30,21,25
2016-11-27,30,20,25
2016-11-28,29,21,24
2016-11-29,28,20,24
2016-11-30,27,22,24
2016-12-01,25,20,22
2016-12-02,26,21,24
2016-12-03,30,21,25
2016-12-04,30,21,26
2016-12-05,30,21,25
2016-12-06,29,22,25
2016-12-07,29,21,25
2016-12-08,30,20,25
2016-12-09,29,21,25
2016-12-10,29,21,25
2016-12-11,28,21,24
2016-12-12,28,21,24
2016-12-13,28,21,24
2016-12-14,29,21,25
2016-12-15,30,21,26
2016-12-16,31,22,26
2016-12-17,30,22,25
2016-12-18,31,22,25
2016-12-19,30,21,25
2016-12-20,30,23,26
2016-12-21,30,23,26
2016-12-22,31,22,26
2016-12-23,29,21,25
2016-12-24,30,21,25
2016-12-25,29,21,24
2016-12-26,29,20,25
2016-12-27,31,22,26
2016-12-28,30,23,27
2016-12-29,30,22,26
2016-12-30,32,21,26
2016-12-31,31,19,25
2017-01-01,31,20,25
2017-01-02,29,21,25
2017-01-03,30,21,25
2017-01-04,30,21,25
2017-01-05,30,20,25
2017-01-06,30,20,25
2017-01-07,30,21,25
2017-01-08,30,21,25
2017-01-09,30,20,24
2017-01-10,29,20,24
2017-01-11,29,20,25
2017-01-12,30,21,25
2017-01-13,30,20,25
2017-01-14,31,21,25
2017-01-15,31,20,25
2017-01-16,30,21,25
2017-01-17,31,21,25
2017-01-18,32,19,25
2017-01-19,31,19,25
2017-01-20,32,20,25
2017-01-21,31,22,26
2017-01-22,32,23,26
2017-01-23,32,21,26
2017-01-24,32,21,26
2017-01-25,29,22,25
2017-01-26,32,22,26
2017-01-27,31,22,26
2017-01-28,29,21,25
2017-01-29,31,21,26
2017-01-30,31,23,26
2017-01-31,31,21,26
2017-02-01,31,21,26
2017-02-02,30,21,25
2017-02-03,33,19,25
2017-02-04,31,19,25
2017-02-05,31,19,24
2017-02-06,29,20,24
2017-02-07,30,20,25
2017-02-08,31,20,25
2017-02-09,31,20,25
2017-02-10,31,20,25
2017-02-11,32,20,25
2017-02-12,32,20,25
2017-02-13,33,19,26
2017-02-14,32,20,26
2017-02-15,34,22,27
2017-02-16,33,21,27
2017-02-17,33,19,26
2017-02-18,33,18,25
2017-02-19,33,19,26
2017-02-20,31,20,25
2017-02-21,32,21,26
2017-02-22,34,21,27
2017-02-23,33,22,27
2017-02-24,33,21,27
2017-02-25,34,20,26
2017-02-26,32,21,26
2017-02-27,34,22,27
2017-02-28,34,23,28
2017-03-01,35,23,28
2017-03-02,33,22,27
2017-03-03,33,23,27
2017-03-04,32,23,26
2017-03-05,31,22,27
2017-03-06,31,23,26
2017-03-07,30,23,26
2017-03-08,31,23,26
2017-03-09,31,23,27
2017-03-10,30,24,26
2017-03-11,30,23,26
2017-03-12,31,21,26
2017-03-13,31,22,26
2017-03-14,32,23,27
2017-03-15,30,23,27
2017-03-16,30,23,26
2017-03-17,31,22,27
2017-03-18,31,24,27
2017-03-19,31,23,27
2017-03-20,30,23,26
2017-03-21,31,23,27
2017-03-22,33,23,27
2017-03-23,32,23,27
2017-03-24,32,22,27
2017-03-25,33,23,27
2017-03-26,34,22,28
2017-03-27,33,23,27
2017-03-28,32,23,27
2017-03-29,33,23,27
2017-03-30,33,23,27
2017-03-31,33,24,28
2017-04-01,33,23,27
2017-04-02,32,23,27
2017-04-03,32,24,28
2017-04-04,32,25,28
2017-04-05,32,24,28
2017-04-06,32,25,28
2017-04-07,32,25,28
2017-04-08,33,25,28
2017-04-09,32,24,28
2017-04-10,31,23,27
2017-04-11,31,24,28
2017-04-12,32,24,28
2017-04-13,32,24,28
2017-04-14,31,24,27
2017-04-15,31,23,27
2017-04-16,32,24,28
2017-04-17,32,25,28
2017-04-18,32,25,28
2017-04-19,32,24,28
2017-04-20,31,25,28
2017-04-21,31,25,28
2017-04-22,32,24,28
2017-04-23,32,24,28
2017-04-24,32,26,28
2017-04-25,32,26,28
2017-04-26,32,25,28
2017-04-27,32,25,28
2017-04-28,32,26,28
2017-04-29,32,26,29
2017-04-30,34,26,29
2017-05-01,32,26,28
2017-05-02,32,25,28
2017-05-03,32,25,28
2017-05-04,33,25,29
2017-05-05,33,25,29
2017-05-06,32,26,28
2017-05-07,31,26,28
2017-05-08,31,26,28
2017-05-09,32,26,28
2017-05-10,32,26,28
2017-05-11,31,26,28
2017-05-12,32,25,28
2017-05-13,32,25,28
2017-05-14,31,26,28
2017-05-15,31,25,28
2017-05-16,31,25,28
2017-05-17,31,24,28
2017-05-18,32,25,27
2017-05-19,30,24,27
2017-05-20,31,25,28
2017-05-21,31,25,27
2017-05-22,30,26,27
2017-05-23,31,25,28
2017-05-24,31,26,27
2017-05-25,30,25,27
2017-05-26,30,26,27
2017-05-27,31,25,28
2017-05-28,31,24,27
2017-05-29,30,23,26
2017-05-30,29,23,26
2017-05-31,29,24,26
2017-06-01,29,24,26
2017-06-02,28,25,26
2017-06-03,29,25,26
2017-06-04,29,25,26
2017-06-05,30,23,26
2017-06-06,29,24,26
2017-06-07,29,24,26
2017-06-08,30,24,26
2017-06-09,29,23,26
2017-06-10,27,23,25
2017-06-11,28,24,25
2017-06-12,29,24,26
2017-06-13,29,24,26
2017-06-14,29,23,26
2017-06-15,29,25,26
2017-06-16,29,25,26
2017-06-17,30,24,26
2017-06-18,31,23,26
2017-06-19,30,23,26
2017-06-20,29,24,26
2017-06-21,30,23,26
2017-06-22,29,24,26
2017-06-23,29,23,25
2017-06-24,27,23,24
2017-06-25,28,23,25
2017-06-26,28,24,25
2017-06-27,26,22,24
2017-06-28,27,22,24
2017-06-29,29,22,25
2017-06-30,29,23,26
2017-07-01,29,23,25
2017-07-02,29,23,25
2017-07-03,28,23,25
2017-07-04,29,23,26
2017-07-05,29,23,26
2017-07-06,29,23,25
2017-07-07,28,23,25
2017-07-08,29,23,25
2017-07-09,28,23,25
2017-07-10,29,23,25
2017-07-11,29,22,26
2017-07-12,29,24,26
2017-07-13,28,24,26
2017-07-14,28,23,25
2017-07-15,29,22,25
2017-07-16,28,23,25
2017-07-17,28,23,25
2017-07-18,28,23,25
2017-07-19,28,22,25
2017-07-20,28,23,25
2017-07-21,30,23,26
2017-07-22,30,24,27
2017-07-23,30,24,27
2017-07-24,31,24,27
2017-07-25,31,24,27
2017-07-26,31,25,27
2017-07-27,31,24,27
2017-07-28,30,24,26
2017-07-29,30,24,27
2017-07-30,30,24,27
2017-07-31,30,25,26
2017-08-01,30,24,27
2017-08-02,29,24,26
2017-08-03,29,23,26
2017-08-04,27,24,25
2017-08-05,28,24,25
2017-08-06,28,23,25
2017-08-07,29,24,26
2017-08-08,29,24,26
2017-08-09,28,24,26
2017-08-10,28,23,25
2017-08-11,27,23,25
2017-08-12,30,23,26
2017-08-13,29,23,26
2017-08-14,30,24,27
2017-08-15,30,24,26
2017-08-16,29,24,26
2017-08-17,29,23,26
2017-08-18,28,24,26
2017-08-19,27,23,25
2017-08-20,26,22,24
2017-08-21,27,22,24
2017-08-22,27,22,24
2017-08-23,29,22,26
2017-08-24,29,23,26
2017-08-25,29,23,26
2017-08-26,29,22,25
2017-08-27,28,22,25
2017-08-28,27,23,24
2017-08-29,25,21,24
2017-08-30,29,21,25
2017-08-31,30,23,26
2017-09-01,30,23,26
2017-09-02,31,23,26
2017-09-03,29,23,25
2017-09-04,30,22,26
2017-09-05,30,23,26
2017-09-06,30,23,26
2017-09-07,30,23,26
2017-09-08,29,23,26
2017-09-09,28,23,25
2017-09-10,30,23,26
2017-09-11,30,24,26
2017-09-12,31,24,27
2017-09-13,31,23,26
2017-09-14,29,22,25
2017-09-15,28,22,25
2017-09-16,28,22,24
2017-09-17,25,22,23
2017-09-18,26,22,24
2017-09-19,27,22,24
2017-09-20,28,22,24
2017-09-21,28,22,24
2017-09-22,30,21,25
2017-09-23,31,21,26
2017-09-24,30,22,26
2017-09-25,29,22,25
2017-09-26,29,22,25
2017-09-27,28,22,25
2017-09-28,27,22,24
2017-09-29,28,22,25
2017-09-30,30,22,25
2017-10-01,29,22,25
2017-10-02,30,22,25
2017-10-03,30,22,26
2017-10-04,30,23,26
2017-10-05,30,22,25
2017-10-06,26,22,24
2017-10-07,30,22,26
2017-10-08,30,23,26
2017-10-09,31,23,26
2017-10-10,31,23,26
2017-10-11,30,23,26
2017-10-12,29,22,25
2017-10-13,27,22,24
2017-10-14,27,22,24
2017-10-15,28,22,24
2017-10-16,29,22,25
2017-10-17,27,21,24
2017-10-18,27,22,24
2017-10-19,29,21,25
2017-10-20,28,21,24
2017-10-21,28,21,24
2017-10-22,29,22,25
2017-10-23,30,22,25
2017-10-24,30,21,25
2017-10-25,31,23,26
2017-10-26,30,22,25
2017-10-27,31,22,25
