Date,maxtempC,mintempC,avgtempC
2011-12-09,29,20,25
2011-12-10,30,21,25
2011-12-11,30,22,26
2011-12-12,30,22,25
2011-12-13,30,20,25
2011-12-14,29,22,25
2011-12-15,30,22,25
2011-12-16,29,21,25
2011-12-17,30,19,24
2011-12-18,29,19,25
2011-12-19,28,22,24
2011-12-20,27,21,24
2011-12-21,28,20,24
2011-12-22,28,20,24
2011-12-23,28,20,24
2011-12-24,29,20,24
2011-12-25,29,20,24
2011-12-26,28,19,24
2011-12-27,29,18,23
2011-12-28,27,20,23
2011-12-29,28,20,24
2011-12-30,28,21,25
2011-12-31,26,21,24
2012-01-01,30,20,25
2012-01-02,30,19,24
2012-01-03,31,19,24
2012-01-04,30,19,25
2012-01-05,30,21,25
2012-01-06,30,21,25
2012-01-07,30,20,25
2012-01-08,30,21,25
2012-01-09,29,21,25
2012-01-10,29,22,25
2012-01-11,28,22,24
2012-01-12,29,20,24
2012-01-13,29,20,25
2012-01-14,29,20,24
2012-01-15,28,19,24
2012-01-16,28,18,23
2012-01-17,28,17,22
2012-01-18,29,18,23
2012-01-19,29,19,23
2012-01-20,29,19,23
2012-01-21,29,18,23
2012-01-22,29,19,24
2012-01-23,31,18,24
2012-01-24,29,18,23
2012-01-25,30,18,23
2012-01-26,30,18,24
2012-01-27,29,19,24
2012-01-28,29,19,24
2012-01-29,29,20,24
2012-01-30,30,20,25
2012-01-31,31,20,25
2012-02-01,32,22,26
2012-02-02,33,19,26
2012-02-03,33,19,26
2012-02-04,33,20,26
2012-02-05,32,21,26
2012-02-06,32,22,26
2012-02-07,33,23,27
2012-02-08,33,23,27
2012-02-09,31,23,26
2012-02-10,29,23,26
2012-02-11,30,22,26
2012-02-12,30,21,26
2012-02-13,32,22,26
2012-02-14,31,22,26
2012-02-15,31,22,26
2012-02-16,32,22,26
2012-02-17,32,22,26
2012-02-18,33,22,27
2012-02-19,34,21,27
2012-02-20,35,21,27
2012-02-21,33,21,26
2012-02-22,34,21,27
2012-02-23,34,22,27
2012-02-24,35,20,27
2012-02-25,35,20,27
2012-02-26,35,21,27
2012-02-27,34,20,27
2012-02-28,32,22,26
2012-02-29,33,22,27
2012-03-01,33,24,27
2012-03-02,34,22,28
2012-03-03,31,23,27
2012-03-04,33,21,27
2012-03-05,33,22,27
2012-03-06,32,23,27
2012-03-07,29,23,26
2012-03-08,29,22,25
2012-03-09,33,23,27
2012-03-10,31,23,26
2012-03-11,34,22,27
2012-03-12,31,22,26
2012-03-13,33,23,27
2012-03-14,32,23,27
2012-03-15,32,22,26
2012-03-16,29,23,26
2012-03-17,31,22,26
2012-03-18,32,22,27
2012-03-19,32,23,27
2012-03-20,32,23,27
2012-03-21,31,22,26
2012-03-22,31,22,26
2012-03-23,31,22,26
2012-03-24,34,21,27
2012-03-25,35,21,27
2012-03-26,33,21,27
2012-03-27,32,21,26
2012-03-28,32,22,27
2012-03-29,32,23,27
2012-03-30,29,22,26
2012-03-31,32,24,27
2012-04-01,32,22,26
2012-04-02,31,22,26
2012-04-03,31,22,26
2012-04-04,31,22,26
2012-04-05,31,22,26
2012-04-06,31,24,27
2012-04-07,32,23,27
2012-04-08,32,24,27
2012-04-09,30,23,27
2012-04-10,31,23,27
2012-04-11,32,23,27
2012-04-12,31,24,27
2012-04-13,31,24,27
2012-04-14,31,24,27
2012-04-15,31,24,27
2012-04-16,32,24,28
2012-04-17,31,24,27
2012-04-18,32,24,28
2012-04-19,31,24,27
2012-04-20,32,26,28
2012-04-21,33,25,28
2012-04-22,31,24,27
2012-04-23,31,25,28
2012-04-24,29,25,26
2012-04-25,27,24,25
2012-04-26,27,24,25
2012-04-27,28,24,26
2012-04-28,29,25,26
2012-04-29,29,24,27
2012-04-30,29,25,26
2012-05-01,30,25,27
2012-05-02,30,25,27
2012-05-03,30,25,27
2012-05-04,30,24,26
2012-05-05,29,25,26
2012-05-06,31,24,27
2012-05-07,32,24,27
2012-05-08,31,24,27
2012-05-09,31,25,27
2012-05-10,31,25,27
2012-05-11,31,25,27
2012-05-12,29,25,26
2012-05-13,30,24,27
2012-05-14,30,24,27
2012-05-15,30,25,27
2012-05-16,31,25,27
2012-05-17,31,25,27
2012-05-18,32,25,28
2012-05-19,30,26,28
2012-05-20,31,26,28
2012-05-21,30,26,28
2012-05-22,30,25,27
2012-05-23,31,25,27
2012-05-24,30,24,27
2012-05-25,31,23,27
2012-05-26,30,23,27
2012-05-27,30,24,26
2012-05-28,31,23,26
2012-05-29,30,24,27
2012-05-30,28,24,26
2012-05-31,30,23,26
2012-06-01,30,23,26
2012-06-02,31,23,26
2012-06-03,31,23,27
2012-06-04,31,24,27
2012-06-05,30,24,27
2012-06-06,28,24,26
2012-06-07,28,23,25
2012-06-08,30,23,26
2012-06-09,30,24,27
2012-06-10,30,24,27
2012-06-11,31,23,26
2012-06-12,29,23,26
2012-06-13,28,24,26
2012-06-14,28,23,25
2012-06-15,29,24,26
2012-06-16,28,24,26
2012-06-17,26,24,25
2012-06-18,28,24,25
2012-06-19,28,23,25
2012-06-20,28,23,25
2012-06-21,28,23,25
2012-06-22,29,22,25
2012-06-23,29,22,26
2012-06-24,29,23,26
2012-06-25,30,23,26
2012-06-26,30,24,26
2012-06-27,29,23,26
2012-06-28,28,23,25
2012-06-29,29,23,26
2012-06-30,27,24,25
2012-07-01,28,23,25
2012-07-02,27,23,24
2012-07-03,27,23,25
2012-07-04,28,23,25
2012-07-05,29,22,26
2012-07-06,29,22,26
2012-07-07,29,22,26
2012-07-08,29,23,26
2012-07-09,29,23,25
2012-07-10,26,23,25
2012-07-11,28,22,25
2012-07-12,29,23,26
2012-07-13,29,23,26
2012-07-14,29,24,26
2012-07-15,29,23,26
2012-07-16,30,24,26
2012-07-17,30,24,26
2012-07-18,29,24,26
2012-07-19,29,24,26
2012-07-20,28,23,25
2012-07-21,28,23,25
2012-07-22,28,22,24
2012-07-23,29,21,25
2012-07-24,29,23,26
2012-07-25,29,23,25
2012-07-26,29,24,26
2012-07-27,29,23,25
2012-07-28,29,23,25
2012-07-29,29,23,26
2012-07-30,29,22,26
2012-07-31,29,23,25
2012-08-01,30,22,26
2012-08-02,29,23,25
2012-08-03,28,23,25
2012-08-04,28,23,25
2012-08-05,28,22,25
2012-08-06,29,22,25
2012-08-07,29,22,26
2012-08-08,28,22,24
2012-08-09,27,21,23
2012-08-10,26,22,23
2012-08-11,28,22,25
2012-08-12,28,22,25
2012-08-13,29,22,25
2012-08-14,30,22,25
2012-08-15,29,22,25
2012-08-16,28,22,25
2012-08-17,26,21,23
2012-08-18,26,21,23
2012-08-19,28,21,25
2012-08-20,29,22,25
2012-08-21,29,21,25
2012-08-22,29,22,25
2012-08-23,30,22,26
2012-08-24,29,23,25
2012-08-25,29,23,25
2012-08-26,27,23,24
2012-08-27,28,22,24
2012-08-28,28,21,24
2012-08-29,27,22,24
2012-08-30,28,22,24
2012-08-31,28,22,24
2012-09-01,29,22,25
2012-09-02,29,22,24
2012-09-03,28,22,25
2012-09-04,28,23,25
2012-09-05,29,22,26
2012-09-06,29,22,25
2012-09-07,30,22,25
2012-09-08,29,22,25
2012-09-09,28,21,24
2012-09-10,28,21,24
2012-09-11,28,22,25
2012-09-12,28,22,25
2012-09-13,28,22,25
2012-09-14,28,22,24
2012-09-15,28,22,24
2012-09-16,29,22,25
2012-09-17,30,22,25
2012-09-18,30,22,25
2012-09-19,31,21,25
2012-09-20,30,21,25
2012-09-21,30,21,25
2012-09-22,30,21,25
2012-09-23,30,21,25
2012-09-24,30,22,25
2012-09-25,30,21,25
2012-09-26,30,21,25
2012-09-27,29,22,25
2012-09-28,30,22,25
2012-09-29,30,22,25
2012-09-30,29,22,25
2012-10-01,30,22,25
2012-10-02,31,21,25
2012-10-03,29,22,25
2012-10-04,29,21,25
2012-10-05,30,21,25
2012-10-06,31,21,26
2012-10-07,31,23,26
2012-10-08,31,22,26
2012-10-09,31,22,26
2012-10-10,30,22,25
2012-10-11,30,22,25
2012-10-12,31,22,25
2012-10-13,31,22,25
2012-10-14,30,22,25
2012-10-15,30,22,25
2012-10-16,29,21,24
2012-10-17,28,21,24
2012-10-18,29,21,25
2012-10-19,28,22,24
2012-10-20,27,21,24
2012-10-21,30,21,25
2012-10-22,29,22,25
2012-10-23,30,22,25
2012-10-24,27,22,24
2012-10-25,30,21,25
2012-10-26,31,22,26
2012-10-27,30,22,26
2012-10-28,30,22,25
2012-10-29,27,21,23
2012-10-30,28,21,24
2012-10-31,26,22,24
2012-11-01,27,21,24
2012-11-02,29,22,25
2012-11-03,29,22,25
2012-11-04,29,21,25
2012-11-05,29,20,24
2012-11-06,30,20,25
2012-11-07,30,22,25
2012-11-08,29,21,24
2012-11-09,29,21,25
2012-11-10,30,21,26
2012-11-11,29,22,25
2012-11-12,29,21,24
2012-11-13,30,20,25
2012-11-14,30,20,25
2012-11-15,30,21,25
2012-11-16,29,21,25
2012-11-17,30,21,25
2012-11-18,30,21,25
2012-11-19,30,20,24
2012-11-20,30,20,25
2012-11-21,30,22,25
2012-11-22,31,22,26
2012-11-23,30,22,25
2012-11-24,28,21,24
2012-11-25,30,21,25
2012-11-26,30,22,26
2012-11-27,30,22,25
2012-11-28,30,22,25
2012-11-29,29,21,25
2012-11-30,28,20,24
2012-12-01,28,19,24
2012-12-02,29,20,24
2012-12-03,29,21,25
2012-12-04,30,21,25
2012-12-05,30,22,26
2012-12-06,30,21,26
2012-12-07,30,22,26
2012-12-08,30,21,25
2012-12-09,30,22,25
2012-12-10,30,21,25
2012-12-11,30,19,24
2012-12-12,30,20,25
2012-12-13,30,20,25
2012-12-14,31,20,25
2012-12-15,30,19,24
2012-12-16,30,20,25
2012-12-17,27,20,23
2012-12-18,29,20,25
2012-12-19,28,21,25
2012-12-20,30,22,26
2012-12-21,31,22,26
2012-12-22,31,20,25
2012-12-23,31,22,26
2012-12-24,30,20,25
2012-12-25,30,21,25
2012-12-26,30,22,25
2012-12-27,29,22,25
2012-12-28,29,22,25
2012-12-29,30,23,26
2012-12-30,30,23,26
2012-12-31,30,22,25
2013-01-01,30,21,25
2013-01-02,30,22,25
2013-01-03,31,21,26
2013-01-04,30,21,25
2013-01-05,31,22,26
2013-01-06,30,21,25
2013-01-07,30,22,26
2013-01-08,29,22,24
2013-01-09,29,21,25
2013-01-10,30,22,25
2013-01-11,30,21,25
2013-01-12,29,21,24
2013-01-13,30,20,25
2013-01-14,29,19,24
2013-01-15,31,18,24
2013-01-16,32,17,24
2013-01-17,31,18,24
2013-01-18,30,19,25
2013-01-19,30,20,25
2013-01-20,32,20,25
2013-01-21,31,20,25
2013-01-22,32,21,26
2013-01-23,31,19,25
2013-01-24,32,19,25
2013-01-25,32,20,26
2013-01-26,33,21,26
2013-01-27,33,19,26
2013-01-28,32,20,25
2013-01-29,32,20,26
2013-01-30,33,21,26
2013-01-31,33,20,26
2013-02-01,34,19,26
2013-02-02,32,19,25
2013-02-03,32,19,25
2013-02-04,32,20,25
2013-02-05,32,21,26
2013-02-06,31,22,26
2013-02-07,31,21,26
2013-02-08,31,21,26
2013-02-09,32,22,27
2013-02-10,33,22,27
2013-02-11,34,21,27
2013-02-12,33,22,28
2013-02-13,33,23,27
2013-02-14,29,23,26
2013-02-15,31,23,26
2013-02-16,31,23,27
2013-02-17,31,22,26
2013-02-18,31,22,26
2013-02-19,31,23,26
2013-02-20,31,22,26
2013-02-21,32,22,26
2013-02-22,33,21,26
2013-02-23,32,20,26
2013-02-24,33,20,26
2013-02-25,33,20,26
2013-02-26,33,20,26
2013-02-27,33,20,26
2013-02-28,33,20,26
2013-03-01,34,21,27
2013-03-02,34,20,27
2013-03-03,34,20,27
2013-03-04,34,21,27
2013-03-05,32,23,27
2013-03-06,33,23,28
2013-03-07,34,24,28
2013-03-08,33,24,28
2013-03-09,32,23,27
2013-03-10,32,22,27
2013-03-11,32,23,27
2013-03-12,32,23,27
2013-03-13,32,23,27
2013-03-14,33,23,27
2013-03-15,33,22,27
2013-03-16,32,22,26
2013-03-17,32,22,27
2013-03-18,32,23,27
2013-03-19,33,22,27
2013-03-20,33,22,27
2013-03-21,33,22,27
2013-03-22,33,22,28
2013-03-23,33,23,27
2013-03-24,34,22,28
2013-03-25,32,23,27
2013-03-26,32,23,27
2013-03-27,33,23,28
2013-03-28,32,24,27
2013-03-29,33,23,28
2013-03-30,33,24,28
2013-03-31,33,24,28
2013-04-01,33,24,28
2013-04-02,33,23,28
2013-04-03,33,24,28
2013-04-04,32,24,28
2013-04-05,33,24,28
2013-04-06,32,24,28
2013-04-07,33,24,28
2013-04-08,34,24,29
2013-04-09,33,25,28
2013-04-10,33,23,27
2013-04-11,32,24,27
2013-04-12,34,23,29
2013-04-13,32,25,28
2013-04-14,33,24,28
2013-04-15,32,25,28
2013-04-16,32,24,28
2013-04-17,32,24,28
2013-04-18,32,25,28
2013-04-19,33,24,28
2013-04-20,33,24,28
2013-04-21,33,24,28
2013-04-22,33,24,28
2013-04-23,33,24,28
2013-04-24,33,25,28
2013-04-25,32,26,28
2013-04-26,33,26,29
2013-04-27,32,25,28
2013-04-28,32,25,28
2013-04-29,32,25,28
2013-04-30,33,26,29
2013-05-01,33,25,29
2013-05-02,31,26,28
2013-05-03,32,25,28
2013-05-04,31,26,28
2013-05-05,32,26,28
2013-05-06,32,25,28
2013-05-07,30,25,27
2013-05-08,29,25,27
2013-05-09,31,25,28
2013-05-10,32,26,28
2013-05-11,31,26,28
2013-05-12,32,26,28
2013-05-13,30,26,27
2013-05-14,29,25,27
2013-05-15,31,25,27
2013-05-16,30,24,27
2013-05-17,32,25,28
2013-05-18,32,25,28
2013-05-19,33,25,28
2013-05-20,32,26,28
2013-05-21,32,25,28
2013-05-22,31,25,28
2013-05-23,31,24,27
2013-05-24,31,24,27
2013-05-25,30,22,26
2013-05-26,30,22,26
2013-05-27,31,23,26
2013-05-28,30,24,27
2013-05-29,31,25,27
2013-05-30,31,24,27
2013-05-31,29,24,26
2013-06-01,28,24,26
2013-06-02,27,24,25
2013-06-03,28,24,25
2013-06-04,27,23,25
2013-06-05,30,24,27
2013-06-06,29,25,26
2013-06-07,27,24,25
2013-06-08,27,23,25
2013-06-09,28,23,25
2013-06-10,28,24,25
2013-06-11,28,24,25
2013-06-12,27,24,25
2013-06-13,27,24,25
2013-06-14,28,24,25
2013-06-15,28,24,25
2013-06-16,28,23,25
2013-06-17,27,23,25
2013-06-18,26,23,24
2013-06-19,26,23,24
2013-06-20,26,23,25
2013-06-21,28,23,25
2013-06-22,25,23,24
2013-06-23,27,23,25
2013-06-24,27,24,25
2013-06-25,28,23,25
2013-06-26,29,22,25
2013-06-27,29,23,25
2013-06-28,29,23,25
2013-06-29,29,23,26
2013-06-30,29,24,26
2013-07-01,27,24,25
2013-07-02,28,23,25
2013-07-03,27,23,25
2013-07-04,28,23,25
2013-07-05,29,23,25
2013-07-06,29,23,26
2013-07-07,28,23,25
2013-07-08,27,24,25
2013-07-09,28,23,25
2013-07-10,27,23,24
2013-07-11,28,23,25
2013-07-12,28,23,24
2013-07-13,29,22,25
2013-07-14,29,22,25
2013-07-15,28,23,25
2013-07-16,27,23,25
2013-07-17,28,23,25
2013-07-18,27,23,25
2013-07-19,27,22,24
2013-07-20,28,22,25
2013-07-21,28,22,25
2013-07-22,28,23,25
2013-07-23,28,23,25
2013-07-24,27,23,24
2013-07-25,27,22,24
2013-07-26,28,21,24
2013-07-27,29,21,25
2013-07-28,29,23,25
2013-07-29,29,23,26
2013-07-30,28,23,25
2013-07-31,28,22,25
2013-08-01,28,22,24
2013-08-02,27,22,24
2013-08-03,28,22,24
2013-08-04,26,22,24
2013-08-05,24,21,23
2013-08-06,26,21,23
2013-08-07,28,21,24
2013-08-08,28,21,24
2013-08-09,28,21,24
2013-08-10,28,22,25
2013-08-11,29,22,25
2013-08-12,28,22,25
2013-08-13,28,22,24
2013-08-14,28,21,25
2013-08-15,28,22,25
2013-08-16,28,22,25
2013-08-17,28,22,25
2013-08-18,29,22,25
2013-08-19,29,22,25
2013-08-20,29,21,24
2013-08-21,28,22,24
2013-08-22,29,21,25
2013-08-23,29,22,25
2013-08-24,29,21,25
2013-08-25,29,22,25
2013-08-26,29,22,25
2013-08-27,30,22,26
2013-08-28,30,22,25
2013-08-29,30,22,26
2013-08-30,31,23,26
2013-08-31,30,23,26
2013-09-01,31,22,26
2013-09-02,30,22,25
2013-09-03,29,22,25
2013-09-04,29,22,25
2013-09-05,29,21,24
2013-09-06,28,20,23
2013-09-07,26,21,23
2013-09-08,27,21,24
2013-09-09,28,21,24
2013-09-10,28,22,24
2013-09-11,27,21,24
2013-09-12,27,21,24
2013-09-13,27,21,24
2013-09-14,28,21,24
2013-09-15,28,21,24
2013-09-16,28,21,24
2013-09-17,26,21,23
2013-09-18,27,21,24
2013-09-19,27,22,24
2013-09-20,28,22,24
2013-09-21,27,22,24
2013-09-22,28,21,24
2013-09-23,29,22,25
2013-09-24,29,21,24
2013-09-25,29,21,25
2013-09-26,29,21,25
2013-09-27,30,21,25
2013-09-28,29,22,25
2013-09-29,28,22,24
2013-09-30,29,21,24
2013-10-01,28,22,25
2013-10-02,29,21,25
2013-10-03,29,21,25
2013-10-04,29,21,24
2013-10-05,29,20,24
2013-10-06,29,21,25
2013-10-07,30,22,25
2013-10-08,30,22,24
2013-10-09,27,22,24
2013-10-10,29,22,25
2013-10-11,29,21,25
2013-10-12,29,21,24
2013-10-13,28,22,24
2013-10-14,30,22,25
2013-10-15,30,21,25
2013-10-16,30,22,25
2013-10-17,28,22,24
2013-10-18,29,21,24
2013-10-19,28,21,24
2013-10-20,26,21,23
2013-10-21,27,21,24
2013-10-22,28,22,25
2013-10-23,28,22,25
2013-10-24,29,22,25
2013-10-25,29,21,25
2013-10-26,29,22,25
2013-10-27,29,21,25
2013-10-28,29,20,25
2013-10-29,29,20,25
2013-10-30,31,21,25
2013-10-31,29,22,25
2013-11-01,31,22,25
2013-11-02,29,22,25
2013-11-03,30,21,25
2013-11-04,30,22,25
2013-11-05,30,22,26
2013-11-06,31,22,25
2013-11-07,30,22,25
2013-11-08,30,21,25
2013-11-09,30,21,25
2013-11-10,30,20,25
2013-11-11,30,22,25
2013-11-12,29,21,24
2013-11-13,28,20,24
2013-11-14,29,21,25
2013-11-15,29,21,25
2013-11-16,29,22,24
2013-11-17,28,22,24
2013-11-18,30,21,24
2013-11-19,29,21,24
2013-11-20,29,21,25
2013-11-21,29,21,24
2013-11-22,29,22,25
2013-11-23,30,23,25
2013-11-24,29,22,24
2013-11-25,29,21,24
2013-11-26,29,21,24
2013-11-27,30,21,24
2013-11-28,30,22,25
2013-11-29,30,22,25
2013-11-30,29,22,25
2013-12-01,28,22,24
2013-12-02,26,21,23
2013-12-03,29,21,24
2013-12-04,29,21,24
2013-12-05,29,21,24
2013-12-06,29,20,25
2013-12-07,29,20,24
2013-12-08,29,21,24
2013-12-09,29,21,24
2013-12-10,29,20,24
2013-12-11,29,21,24
2013-12-12,29,20,25
2013-12-13,27,22,24
2013-12-14,30,21,25
2013-12-15,29,21,25
2013-12-16,29,20,25
2013-12-17,28,19,23
2013-12-18,28,17,23
2013-12-19,28,18,23
2013-12-20,29,19,24
2013-12-21,29,20,25
2013-12-22,29,20,25
2013-12-23,29,19,24
2013-12-24,30,18,24
2013-12-25,29,21,25
2013-12-26,29,20,24
2013-12-27,28,19,24
2013-12-28,29,19,24
2013-12-29,29,18,23
2013-12-30,29,19,24
2013-12-31,31,18,24
2014-01-01,30,19,24
2014-01-02,29,18,24
2014-01-03,30,19,24
2014-01-04,29,20,25
2014-01-05,30,20,25
2014-01-06,29,20,25
2014-01-07,30,20,25
2014-01-08,27,21,24
2014-01-09,30,21,25
2014-01-10,31,20,25
2014-01-11,31,20,25
2014-01-12,31,19,25
2014-01-13,30,20,25
2014-01-14,31,21,25
2014-01-15,30,21,26
2014-01-16,32,22,26
2014-01-17,30,21,25
2014-01-18,31,21,25
2014-01-19,31,21,26
2014-01-20,31,22,26
2014-01-21,31,22,26
2014-01-22,31,21,25
2014-01-23,31,20,25
2014-01-24,31,21,26
2014-01-25,31,22,26
2014-01-26,31,20,25
2014-01-27,31,19,25
2014-01-28,31,19,25
2014-01-29,32,20,25
2014-01-30,31,20,25
2014-01-31,33,20,26
2014-02-01,33,20,26
2014-02-02,33,20,26
2014-02-03,33,20,26
2014-02-04,32,19,25
2014-02-05,32,20,26
2014-02-06,34,19,26
2014-02-07,32,19,25
2014-02-08,32,19,25
2014-02-09,31,18,25
2014-02-10,32,19,25
2014-02-11,32,20,25
2014-02-12,31,20,25
2014-02-13,32,20,26
2014-02-14,31,21,26
2014-02-15,30,21,26
2014-02-16,30,22,26
2014-02-17,32,21,27
2014-02-18,31,24,27
2014-02-19,32,22,27
2014-02-20,32,23,27
2014-02-21,31,22,26
2014-02-22,32,21,26
2014-02-23,31,21,26
2014-02-24,33,21,27
2014-02-25,34,22,28
2014-02-26,34,21,27
2014-02-27,33,21,27
2014-02-28,32,23,27
2014-03-01,31,23,27
2014-03-02,31,23,26
2014-03-03,31,22,26
2014-03-04,31,22,26
2014-03-05,31,23,27
2014-03-06,31,23,27
2014-03-07,33,23,28
2014-03-08,34,22,27
2014-03-09,32,24,28
2014-03-10,33,23,28
2014-03-11,35,23,28
2014-03-12,34,22,28
2014-03-13,35,20,27
2014-03-14,35,21,28
2014-03-15,35,21,27
2014-03-16,36,22,28
2014-03-17,35,21,28
2014-03-18,36,23,29
2014-03-19,35,23,28
2014-03-20,33,24,28
2014-03-21,33,23,27
2014-03-22,33,23,28
2014-03-23,34,23,28
2014-03-24,32,22,27
2014-03-25,34,23,28
2014-03-26,34,23,28
2014-03-27,34,22,28
2014-03-28,35,22,28
2014-03-29,36,22,28
2014-03-30,36,22,28
2014-03-31,33,23,27
2014-04-01,32,23,27
2014-04-02,33,23,28
2014-04-03,35,24,29
2014-04-04,34,23,28
2014-04-05,33,24,28
2014-04-06,32,24,28
2014-04-07,33,24,28
2014-04-08,32,24,27
2014-04-09,31,23,27
2014-04-10,33,23,28
2014-04-11,32,23,27
2014-04-12,33,24,28
2014-04-13,33,25,28
2014-04-14,32,25,28
2014-04-15,32,24,28
2014-04-16,32,24,27
2014-04-17,32,24,27
2014-04-18,32,24,27
2014-04-19,33,24,28
2014-04-20,34,24,29
2014-04-21,34,24,29
2014-04-22,33,25,29
2014-04-23,33,26,29
2014-04-24,31,25,28
2014-04-25,32,25,29
2014-04-26,33,25,29
2014-04-27,34,25,29
2014-04-28,33,25,28
2014-04-29,32,26,28
2014-04-30,32,25,28
2014-05-01,32,25,28
2014-05-02,33,26,28
2014-05-03,33,25,28
2014-05-04,32,25,28
2014-05-05,32,25,28
2014-05-06,29,25,26
2014-05-07,27,25,26
2014-05-08,28,25,26
2014-05-09,30,25,27
2014-05-10,30,24,27
2014-05-11,32,25,28
2014-05-12,31,26,28
2014-05-13,32,25,28
2014-05-14,31,25,28
2014-05-15,32,24,27
2014-05-16,32,23,27
2014-05-17,31,24,27
2014-05-18,32,25,28
2014-05-19,32,26,28
2014-05-20,31,25,28
2014-05-21,31,25,28
2014-05-22,30,24,26
2014-05-23,31,23,28
2014-05-24,32,26,28
2014-05-25,30,26,28
2014-05-26,32,25,28
2014-05-27,32,26,28
2014-05-28,32,26,28
2014-05-29,31,25,27
2014-05-30,31,25,27
2014-05-31,32,25,28
2014-06-01,32,26,28
2014-06-02,30,25,27
2014-06-03,31,25,27
2014-06-04,30,25,27
2014-06-05,31,25,27
2014-06-06,29,25,27
2014-06-07,27,24,26
2014-06-08,29,24,26
2014-06-09,28,24,26
2014-06-10,29,24,26
2014-06-11,27,24,25
2014-06-12,30,23,26
2014-06-13,29,23,26
2014-06-14,31,24,27
2014-06-15,31,24,27
2014-06-16,31,24,27
2014-06-17,29,24,26
2014-06-18,29,24,26
2014-06-19,28,24,26
2014-06-20,28,24,26
2014-06-21,29,23,26
2014-06-22,29,23,26
2014-06-23,29,23,26
2014-06-24,30,24,26
2014-06-25,30,24,26
2014-06-26,30,24,27
2014-06-27,31,25,27
2014-06-28,31,23,27
2014-06-29,31,22,26
2014-06-30,29,23,26
2014-07-01,29,23,25
2014-07-02,30,22,26
2014-07-03,30,23,26
2014-07-04,30,23,26
2014-07-05,29,23,26
2014-07-06,29,24,26
2014-07-07,28,24,26
2014-07-08,29,23,26
2014-07-09,29,24,26
2014-07-10,28,24,25
2014-07-11,28,23,25
2014-07-12,28,24,25
2014-07-13,27,23,25
2014-07-14,27,23,25
2014-07-15,28,23,25
2014-07-16,28,22,25
2014-07-17,29,23,26
2014-07-18,29,22,26
2014-07-19,29,23,26
2014-07-20,28,23,25
2014-07-21,28,23,25
2014-07-22,29,24,26
2014-07-23,29,22,25
2014-07-24,29,23,25
2014-07-25,29,22,26
2014-07-26,29,23,26
2014-07-27,28,23,25
2014-07-28,28,23,25
2014-07-29,29,23,25
2014-07-30,29,22,25
2014-07-31,30,22,25
2014-08-01,28,22,24
2014-08-02,28,23,25
2014-08-03,28,22,25
2014-08-04,28,23,25
2014-08-05,27,22,25
2014-08-06,30,22,25
2014-08-07,29,23,25
2014-08-08,27,23,25
2014-08-09,28,23,25
2014-08-10,28,22,25
2014-08-11,27,22,24
2014-08-12,29,21,24
2014-08-13,28,22,25
2014-08-14,29,22,25
2014-08-15,29,22,25
2014-08-16,29,22,25
2014-08-17,28,22,25
2014-08-18,30,23,26
2014-08-19,29,23,26
2014-08-20,30,23,26
2014-08-21,31,23,26
2014-08-22,29,24,26
2014-08-23,27,23,25
2014-08-24,29,23,26
2014-08-25,30,22,26
2014-08-26,29,22,25
2014-08-27,28,22,25
2014-08-28,27,22,24
2014-08-29,28,22,25
2014-08-30,27,22,24
2014-08-31,27,22,24
2014-09-01,28,22,25
2014-09-02,31,21,25
2014-09-03,28,21,24
2014-09-04,27,22,24
2014-09-05,27,21,24
2014-09-06,28,21,24
2014-09-07,27,21,24
2014-09-08,28,21,24
2014-09-09,27,22,24
2014-09-10,29,21,25
2014-09-11,30,21,25
2014-09-12,30,22,25
2014-09-13,28,23,25
2014-09-14,29,22,25
2014-09-15,27,21,24
2014-09-16,28,22,25
2014-09-17,29,22,24
2014-09-18,27,22,24
2014-09-19,29,22,25
2014-09-20,29,21,25
2014-09-21,30,22,25
2014-09-22,30,22,25
2014-09-23,30,23,25
2014-09-24,30,22,26
2014-09-25,32,22,26
2014-09-26,30,22,26
2014-09-27,31,22,26
2014-09-28,30,23,26
2014-09-29,31,22,26
2014-09-30,30,22,25
2014-10-01,30,21,25
2014-10-02,31,22,25
2014-10-03,30,21,25
2014-10-04,29,21,25
2014-10-05,29,21,25
2014-10-06,29,23,25
2014-10-07,29,22,25
2014-10-08,28,22,25
2014-10-09,29,23,25
2014-10-10,29,23,25
2014-10-11,29,22,25
2014-10-12,29,22,25
2014-10-13,29,22,25
2014-10-14,30,22,25
2014-10-15,30,23,26
2014-10-16,31,22,26
2014-10-17,30,22,25
2014-10-18,28,22,24
2014-10-19,27,22,24
2014-10-20,28,22,25
2014-10-21,28,22,24
2014-10-22,29,22,25
2014-10-23,29,21,25
2014-10-24,30,21,25
2014-10-25,29,22,25
2014-10-26,29,23,26
2014-10-27,30,23,26
2014-10-28,30,22,25
2014-10-29,29,22,25
2014-10-30,28,22,24
2014-10-31,29,21,24
2014-11-01,29,21,24
2014-11-02,28,21,25
2014-11-03,28,21,24
2014-11-04,26,21,24
2014-11-05,28,22,25
2014-11-06,29,22,25
2014-11-07,31,21,25
2014-11-08,29,21,25
2014-11-09,29,21,25
2014-11-10,30,22,25
2014-11-11,30,21,25
2014-11-12,30,22,26
2014-11-13,29,23,25
2014-11-14,30,21,25
2014-11-15,30,22,25
2014-11-16,30,21,25
2014-11-17,30,21,26
