FlightDate,OriginCityName,CRSDepTime,DepTime,DepDelay
08-11-2015,Los Angeles,900,853,-7
10-11-2015,Los Angeles,900,850,-10
11-11-2015,Los Angeles,900,855,-5
12-11-2015,Los Angeles,900,855,-5
13-11-2015,Los Angeles,900,856,-4
14-11-2015,Los Angeles,900,858,-2
15-11-2015,Los Angeles,900,855,-5
17-11-2015,Los Angeles,900,856,-4
18-11-2015,Los Angeles,900,856,-4
19-11-2015,Los Angeles,900,1127,147
20-11-2015,Los Angeles,900,853,-7
21-11-2015,Los Angeles,900,857,-3
22-11-2015,Los Angeles,900,858,-2
24-11-2015,Los Angeles,900,855,-5
25-11-2015,Los Angeles,900,852,-8
28-11-2015,Los Angeles,900,853,-7
29-11-2015,Los Angeles,900,853,-7
01-12-2015,Los Angeles,900,854,-6
02-12-2015,Los Angeles,900,1136,156
03-12-2015,Los Angeles,900,945,45
04-12-2015,Los Angeles,900,958,58
05-12-2015,Los Angeles,900,854,-6
06-12-2015,Los Angeles,900,856,-4
07-12-2015,Los Angeles,900,854,-6
08-12-2015,Los Angeles,900,853,-7
09-12-2015,Los Angeles,900,907,7
10-12-2015,Los Angeles,900,856,-4
11-12-2015,Los Angeles,900,901,1
12-12-2015,Los Angeles,900,855,-5
13-12-2015,Los Angeles,900,855,-5
14-12-2015,Los Angeles,900,855,-5
15-12-2015,Los Angeles,900,854,-6
16-12-2015,Los Angeles,900,853,-7
17-12-2015,Los Angeles,900,855,-5
18-12-2015,Los Angeles,900,844,-16
19-12-2015,Los Angeles,900,1508,368
20-12-2015,Los Angeles,900,901,1
22-12-2015,Los Angeles,900,857,-3
23-12-2015,Los Angeles,900,859,-1
24-12-2015,Los Angeles,900,853,-7
25-12-2015,Los Angeles,900,942,42
26-12-2015,Los Angeles,900,855,-5
27-12-2015,Los Angeles,900,910,10
29-12-2015,Los Angeles,900,857,-3
30-12-2015,Los Angeles,900,856,-4
01-01-2016,Los Angeles,900,856,-4
02-01-2016,Los Angeles,900,859,-1
03-01-2016,Los Angeles,900,901,1
05-01-2016,Los Angeles,900,901,1
06-01-2016,Los Angeles,900,,
07-01-2016,Los Angeles,900,901,1
08-01-2016,Los Angeles,900,931,31
09-01-2016,Los Angeles,900,1107,127
11-01-2016,Los Angeles,900,905,5
12-01-2016,Los Angeles,900,1121,141
13-01-2016,Los Angeles,900,1046,106
14-01-2016,Los Angeles,900,854,-6
15-01-2016,Los Angeles,900,856,-4
16-01-2016,Los Angeles,900,1309,249
18-01-2016,Los Angeles,900,854,-6
19-01-2016,Los Angeles,900,855,-5
20-01-2016,Los Angeles,900,900,0
21-01-2016,Los Angeles,900,857,-3
22-01-2016,Los Angeles,900,851,-9
23-01-2016,Los Angeles,900,,
25-01-2016,Los Angeles,900,,
26-01-2016,Los Angeles,900,1116,136
27-01-2016,Los Angeles,900,921,21
28-01-2016,Los Angeles,900,854,-6
29-01-2016,Los Angeles,900,901,1
30-01-2016,Los Angeles,900,855,-5
01-02-2016,Los Angeles,900,855,-5
02-02-2016,Los Angeles,900,912,12
03-02-2016,Los Angeles,900,910,10
04-02-2016,Los Angeles,900,855,-5
05-02-2016,Los Angeles,900,905,5
06-02-2016,Los Angeles,900,854,-6
08-02-2016,Los Angeles,900,856,-4
09-02-2016,Los Angeles,900,,
10-02-2016,Los Angeles,900,853,-7
11-02-2016,Los Angeles,900,853,-7
12-02-2016,Los Angeles,900,856,-4
13-02-2016,Los Angeles,900,904,4
14-02-2016,Los Angeles,900,854,-6
15-02-2016,Los Angeles,900,858,-2
16-02-2016,Los Angeles,900,,
17-02-2016,Los Angeles,900,855,-5
18-02-2016,Los Angeles,900,857,-3
19-02-2016,Los Angeles,900,856,-4
20-02-2016,Los Angeles,900,928,28
21-02-2016,Los Angeles,900,856,-4
22-02-2016,Los Angeles,900,903,3
23-02-2016,Los Angeles,900,859,-1
24-02-2016,Los Angeles,900,900,0
25-02-2016,Los Angeles,900,853,-7
26-02-2016,Los Angeles,900,853,-7
27-02-2016,Los Angeles,900,856,-4
28-02-2016,Los Angeles,900,906,6
29-02-2016,Los Angeles,900,855,-5
01-03-2016,Los Angeles,900,931,31
02-03-2016,Los Angeles,900,857,-3
03-03-2016,Los Angeles,900,858,-2
04-03-2016,Los Angeles,900,857,-3
05-03-2016,Los Angeles,900,858,-2
06-03-2016,Los Angeles,900,904,4
07-03-2016,Los Angeles,900,929,29
08-03-2016,Los Angeles,900,1319,259
09-03-2016,Los Angeles,900,855,-5
10-03-2016,Los Angeles,900,902,2
11-03-2016,Los Angeles,900,900,0
12-03-2016,Los Angeles,900,857,-3
13-03-2016,Los Angeles,900,854,-6
14-03-2016,Los Angeles,900,904,4
15-03-2016,Los Angeles,900,855,-5
16-03-2016,Los Angeles,900,853,-7
17-03-2016,Los Angeles,900,857,-3
18-03-2016,Los Angeles,900,1416,316
19-03-2016,Los Angeles,900,954,54
20-03-2016,Los Angeles,900,854,-6
21-03-2016,Los Angeles,900,857,-3
22-03-2016,Los Angeles,900,900,0
23-03-2016,Los Angeles,900,902,2
24-03-2016,Los Angeles,900,903,3
25-03-2016,Los Angeles,900,,
26-03-2016,Los Angeles,900,859,-1
27-03-2016,Los Angeles,900,900,0
28-03-2016,Los Angeles,900,858,-2
29-03-2016,Los Angeles,900,853,-7
30-03-2016,Los Angeles,900,855,-5
31-03-2016,Los Angeles,900,950,50
01-04-2016,Los Angeles,900,912,12
02-04-2016,Los Angeles,900,1000,60
03-04-2016,Los Angeles,900,912,12
04-04-2016,Los Angeles,900,902,2
05-04-2016,Los Angeles,900,857,-3
06-04-2016,Los Angeles,900,912,12
07-04-2016,Los Angeles,900,950,50
08-04-2016,Los Angeles,900,854,-6
09-04-2016,Los Angeles,900,857,-3
10-04-2016,Los Angeles,900,1008,68
11-04-2016,Los Angeles,900,905,5
12-04-2016,Los Angeles,900,855,-5
13-04-2016,Los Angeles,900,855,-5
14-04-2016,Los Angeles,900,903,3
16-04-2016,Los Angeles,900,856,-4
17-04-2016,Los Angeles,900,943,43
18-04-2016,Los Angeles,900,856,-4
19-04-2016,Los Angeles,900,858,-2
20-04-2016,Los Angeles,900,859,-1
21-04-2016,Los Angeles,900,856,-4
22-04-2016,Los Angeles,900,1305,245
23-04-2016,Los Angeles,900,854,-6
24-04-2016,Los Angeles,900,854,-6
25-04-2016,Los Angeles,900,854,-6
26-04-2016,Los Angeles,900,859,-1
27-04-2016,Los Angeles,900,940,40
28-04-2016,Los Angeles,900,859,-1
29-04-2016,Los Angeles,900,854,-6
30-04-2016,Los Angeles,900,907,7
01-05-2016,Los Angeles,900,859,-1
02-05-2016,Los Angeles,900,1208,188
03-05-2016,Los Angeles,900,908,8
04-05-2016,Los Angeles,900,856,-4
05-05-2016,Los Angeles,900,855,-5
06-05-2016,Los Angeles,900,912,12
07-05-2016,Los Angeles,845,846,1
08-05-2016,Los Angeles,900,858,-2
09-05-2016,Los Angeles,900,858,-2
10-05-2016,Los Angeles,900,855,-5
11-05-2016,Los Angeles,900,1015,75
12-05-2016,Los Angeles,900,1127,147
13-05-2016,Los Angeles,900,1039,99
14-05-2016,Los Angeles,845,844,-1
15-05-2016,Los Angeles,900,857,-3
16-05-2016,Los Angeles,900,854,-6
17-05-2016,Los Angeles,900,948,48
18-05-2016,Los Angeles,900,855,-5
19-05-2016,Los Angeles,900,851,-9
20-05-2016,Los Angeles,900,858,-2
21-05-2016,Los Angeles,845,1012,87
22-05-2016,Los Angeles,900,855,-5
23-05-2016,Los Angeles,900,1006,66
24-05-2016,Los Angeles,900,855,-5
25-05-2016,Los Angeles,900,853,-7
26-05-2016,Los Angeles,900,854,-6
27-05-2016,Los Angeles,900,929,29
28-05-2016,Los Angeles,845,838,-7
29-05-2016,Los Angeles,900,854,-6
30-05-2016,Los Angeles,900,853,-7
31-05-2016,Los Angeles,900,918,18
01-06-2016,Los Angeles,900,859,-1
02-06-2016,Los Angeles,900,900,0
03-06-2016,Los Angeles,900,855,-5
04-06-2016,Los Angeles,900,856,-4
05-06-2016,Los Angeles,900,1120,140
06-06-2016,Los Angeles,900,857,-3
07-06-2016,Los Angeles,900,854,-6
08-06-2016,Los Angeles,900,849,-11
09-06-2016,Los Angeles,900,854,-6
10-06-2016,Los Angeles,900,914,14
11-06-2016,Los Angeles,900,858,-2
12-06-2016,Los Angeles,900,943,43
13-06-2016,Los Angeles,900,857,-3
14-06-2016,Los Angeles,900,859,-1
15-06-2016,Los Angeles,900,856,-4
16-06-2016,Los Angeles,900,1410,310
17-06-2016,Los Angeles,900,855,-5
18-06-2016,Los Angeles,900,859,-1
19-06-2016,Los Angeles,900,858,-2
20-06-2016,Los Angeles,900,900,0
21-06-2016,Los Angeles,900,1422,322
22-06-2016,Los Angeles,900,956,56
23-06-2016,Los Angeles,900,1015,75
24-06-2016,Los Angeles,900,854,-6
25-06-2016,Los Angeles,900,858,-2
26-06-2016,Los Angeles,900,931,31
27-06-2016,Los Angeles,900,906,6
28-06-2016,Los Angeles,900,900,0
29-06-2016,Los Angeles,900,1022,82
30-06-2016,Los Angeles,900,1023,83
01-07-2016,Los Angeles,900,1242,222
02-07-2016,Los Angeles,900,857,-3
03-07-2016,Los Angeles,900,857,-3
04-07-2016,Los Angeles,900,859,-1
05-07-2016,Los Angeles,900,940,40
06-07-2016,Los Angeles,900,857,-3
07-07-2016,Los Angeles,900,1054,114
08-07-2016,Los Angeles,900,906,6
09-07-2016,Los Angeles,900,857,-3
10-07-2016,Los Angeles,900,852,-8
11-07-2016,Los Angeles,900,857,-3
12-07-2016,Los Angeles,900,854,-6
13-07-2016,Los Angeles,900,854,-6
14-07-2016,Los Angeles,900,910,10
15-07-2016,Los Angeles,900,858,-2
16-07-2016,Los Angeles,900,855,-5
17-07-2016,Los Angeles,900,853,-7
18-07-2016,Los Angeles,900,913,13
19-07-2016,Los Angeles,900,857,-3
20-07-2016,Los Angeles,900,856,-4
21-07-2016,Los Angeles,900,903,3
22-07-2016,Los Angeles,900,900,0
23-07-2016,Los Angeles,900,851,-9
24-07-2016,Los Angeles,900,853,-7
25-07-2016,Los Angeles,900,859,-1
26-07-2016,Los Angeles,900,856,-4
27-07-2016,Los Angeles,900,901,1
28-07-2016,Los Angeles,900,1119,139
29-07-2016,Los Angeles,900,907,7
30-07-2016,Los Angeles,900,916,16
31-07-2016,Los Angeles,900,856,-4
01-08-2016,Los Angeles,900,916,16
02-08-2016,Los Angeles,900,854,-6
03-08-2016,Los Angeles,900,859,-1
04-08-2016,Los Angeles,900,853,-7
05-08-2016,Los Angeles,900,1135,155
06-08-2016,Los Angeles,900,927,27
07-08-2016,Los Angeles,900,919,19
08-08-2016,Los Angeles,900,1028,88
09-08-2016,Los Angeles,900,1042,102
10-08-2016,Los Angeles,900,1052,112
11-08-2016,Los Angeles,900,854,-6
12-08-2016,Los Angeles,900,853,-7
13-08-2016,Los Angeles,900,854,-6
14-08-2016,Los Angeles,900,954,54
15-08-2016,Los Angeles,900,857,-3
16-08-2016,Los Angeles,900,1116,136
17-08-2016,Los Angeles,900,857,-3
18-08-2016,Los Angeles,900,903,3
19-08-2016,Los Angeles,900,850,-10
20-08-2016,Los Angeles,900,954,54
21-08-2016,Los Angeles,900,858,-2
22-08-2016,Los Angeles,900,902,2
23-08-2016,Los Angeles,900,851,-9
24-08-2016,Los Angeles,900,908,8
25-08-2016,Los Angeles,900,856,-4
26-08-2016,Los Angeles,900,851,-9
27-08-2016,Los Angeles,900,917,17
28-08-2016,Los Angeles,900,909,9
29-08-2016,Los Angeles,900,920,20
30-08-2016,Los Angeles,900,855,-5
31-08-2016,Los Angeles,900,848,-12
01-09-2016,Los Angeles,900,855,-5
02-09-2016,Los Angeles,900,1011,71
03-09-2016,Los Angeles,900,855,-5
04-09-2016,Los Angeles,900,858,-2
05-09-2016,Los Angeles,900,855,-5
06-09-2016,Los Angeles,900,858,-2
07-09-2016,Los Angeles,900,851,-9
08-09-2016,Los Angeles,900,928,28
09-09-2016,Los Angeles,900,853,-7
10-09-2016,Los Angeles,900,854,-6
11-09-2016,Los Angeles,900,852,-8
12-09-2016,Los Angeles,900,854,-6
13-09-2016,Los Angeles,900,855,-5
14-09-2016,Los Angeles,900,932,32
15-09-2016,Los Angeles,900,856,-4
16-09-2016,Los Angeles,900,1204,184
17-09-2016,Los Angeles,900,900,0
18-09-2016,Los Angeles,900,914,14
19-09-2016,Los Angeles,900,949,49
20-09-2016,Los Angeles,900,1141,161
21-09-2016,Los Angeles,900,857,-3
22-09-2016,Los Angeles,900,852,-8
23-09-2016,Los Angeles,900,856,-4
24-09-2016,Los Angeles,900,856,-4
25-09-2016,Los Angeles,900,855,-5
26-09-2016,Los Angeles,900,934,34
27-09-2016,Los Angeles,900,856,-4
28-09-2016,Los Angeles,900,1155,175
29-09-2016,Los Angeles,900,856,-4
30-09-2016,Los Angeles,900,900,0
01-10-2016,Los Angeles,900,851,-9
02-10-2016,Los Angeles,900,856,-4
03-10-2016,Los Angeles,900,850,-10
04-10-2016,Los Angeles,900,,
05-10-2016,Los Angeles,900,859,-1
06-10-2016,Los Angeles,900,855,-5
07-10-2016,Los Angeles,900,849,-11
08-10-2016,Los Angeles,900,849,-11
09-10-2016,Los Angeles,900,858,-2
10-10-2016,Los Angeles,900,852,-8
11-10-2016,Los Angeles,900,852,-8
12-10-2016,Los Angeles,900,847,-13
13-10-2016,Los Angeles,900,852,-8
14-10-2016,Los Angeles,900,854,-6
15-10-2016,Los Angeles,900,853,-7
16-10-2016,Los Angeles,900,1232,212
17-10-2016,Los Angeles,900,856,-4
18-10-2016,Los Angeles,900,852,-8
19-10-2016,Los Angeles,900,900,0
20-10-2016,Los Angeles,900,852,-8
21-10-2016,Los Angeles,900,853,-7
22-10-2016,Los Angeles,900,901,1
23-10-2016,Los Angeles,900,,
24-10-2016,Los Angeles,900,908,8
25-10-2016,Los Angeles,900,855,-5
26-10-2016,Los Angeles,900,949,49
27-10-2016,Los Angeles,900,857,-3
28-10-2016,Los Angeles,900,904,4
29-10-2016,Los Angeles,900,946,46
30-10-2016,Los Angeles,900,912,12
31-10-2016,Los Angeles,900,856,-4
01-11-2016,Los Angeles,900,1313,253
02-11-2016,Los Angeles,900,907,7
03-11-2016,Los Angeles,900,852,-8
04-11-2016,Los Angeles,900,855,-5
05-11-2016,Los Angeles,900,903,3
06-11-2016,Los Angeles,900,855,-5
07-11-2016,Los Angeles,900,851,-9
08-11-2016,Los Angeles,900,853,-7
09-11-2016,Los Angeles,900,913,13
10-11-2016,Los Angeles,900,857,-3
11-11-2016,Los Angeles,900,858,-2
12-11-2016,Los Angeles,900,854,-6
13-11-2016,Los Angeles,900,910,10
14-11-2016,Los Angeles,900,855,-5
15-11-2016,Los Angeles,900,855,-5
16-11-2016,Los Angeles,900,908,8
17-11-2016,Los Angeles,900,917,17
18-11-2016,Los Angeles,900,900,0
19-11-2016,Los Angeles,900,857,-3
20-11-2016,Los Angeles,900,1023,83
21-11-2016,Los Angeles,900,858,-2
22-11-2016,Los Angeles,900,855,-5
23-11-2016,Los Angeles,900,855,-5
26-11-2016,Los Angeles,900,906,6
27-11-2016,Los Angeles,900,918,18
28-11-2016,Los Angeles,900,853,-7
29-11-2016,Los Angeles,900,857,-3
30-11-2016,Los Angeles,900,855,-5
01-12-2016,Los Angeles,900,856,-4
02-12-2016,Los Angeles,900,854,-6
03-12-2016,Los Angeles,900,856,-4
04-12-2016,Los Angeles,900,900,0
05-12-2016,Los Angeles,900,903,3
06-12-2016,Los Angeles,900,846,-14
07-12-2016,Los Angeles,900,853,-7
08-12-2016,Los Angeles,900,900,0
09-12-2016,Los Angeles,900,852,-8
10-12-2016,Los Angeles,900,855,-5
11-12-2016,Los Angeles,900,935,35
12-12-2016,Los Angeles,900,851,-9
13-12-2016,Los Angeles,900,855,-5
14-12-2016,Los Angeles,900,859,-1
15-12-2016,Los Angeles,900,855,-5
16-12-2016,Los Angeles,900,911,11
17-12-2016,Los Angeles,905,900,-5
18-12-2016,Los Angeles,900,850,-10
19-12-2016,Los Angeles,900,851,-9
20-12-2016,Los Angeles,900,1208,188
21-12-2016,Los Angeles,900,901,1
22-12-2016,Los Angeles,900,1015,75
23-12-2016,Los Angeles,900,852,-8
24-12-2016,Los Angeles,905,947,42
25-12-2016,Los Angeles,900,903,3
